date,rice,wheat,onion,tomato,potato,sugar,milk,egg,chicken,oil,chili
,40.0,40.18,22.04,17.84,23.92,33.35,53.87,5.93,136.44,136.86,81.28
,41.23,40.66,21.27,18.34,24.38,32.66,52.36,5.89,134.3,137.87,83.41
,39.5,40.11,21.86,18.96,25.1,33.41,51.78,6.09,134.2,139.56,80.18
,40.37,39.93,22.39,18.26,24.52,33.02,52.41,6.1,136.73,135.29,80.87
,40.9,39.0,21.62,18.58,25.08,32.52,53.25,6.11,135.1,134.06,81.4
,40.19,39.24,22.45,18.66,24.28,32.78,51.54,6.02,133.69,135.09,80.84
,39.35,38.77,22.1,18.65,24.14,33.79,51.92,6.1,137.05,136.97,81.06
,40.77,38.75,22.02,18.96,25.09,34.01,52.34,5.95,137.88,138.51,81.73
,39.6,39.77,21.78,18.86,24.26,33.04,52.75,6.09,134.01,135.33,81.71
,39.68,40.09,22.39,18.39,25.39,32.95,51.19,6.11,133.37,138.69,81.61
,39.47,40.24,22.67,18.61,25.05,32.73,51.19,6.11,132.51,134.17,78.8
,39.77,39.57,22.1,18.64,25.16,34.28,52.66,6.09,135.36,137.0,79.1
,40.58,38.68,21.99,18.87,24.57,33.9,50.57,5.98,137.22,137.15,80.02
,40.1,38.47,22.35,18.64,25.12,34.39,51.83,5.91,133.27,133.95,79.39
,39.47,39.78,22.64,18.51,24.39,34.28,52.4,5.96,134.5,132.13,78.46
,40.78,39.29,21.81,19.02,25.39,33.46,52.49,6.09,132.38,134.2,79.04
,40.77,39.32,22.53,19.23,24.6,33.14,50.15,5.94,133.87,131.92,81.66
,40.73,39.59,22.51,19.33,25.27,33.82,50.98,6.01,131.22,137.43,79.17
,39.48,39.4,22.24,19.4,24.72,33.09,50.63,6.04,136.93,137.62,79.38
,39.9,39.6,22.41,19.26,24.55,33.35,51.33,6.06,135.27,136.03,77.73
,38.94,37.43,22.22,18.88,24.74,33.69,49.02,5.95,129.05,129.26,77.3
,38.94,37.39,22.25,18.91,24.76,33.74,48.95,5.96,128.92,129.08,77.3
,38.94,37.34,22.27,18.94,24.78,33.8,48.87,5.96,128.74,128.98,77.28
,38.94,37.31,22.3,18.96,24.8,33.86,48.81,5.97,128.6,128.84,77.26
,38.94,37.26,22.32,18.99,24.82,33.91,48.75,5.98,128.48,128.64,77.27
,38.94,37.21,22.34,19.01,24.84,33.96,48.69,5.98,128.32,128.46,77.25
,38.94,37.17,22.36,19.03,24.84,34.01,48.64,5.99,128.19,128.34,77.23
,38.92,37.12,22.37,19.06,24.86,34.05,48.57,6.0,127.97,128.21,77.2
,38.94,37.07,22.39,19.09,24.88,34.1,48.53,6.0,127.79,128.05,77.18
,38.95,37.01,22.41,19.12,24.89,34.15,48.46,6.01,127.69,127.89,77.16
,38.96,36.96,22.43,19.15,24.9,34.2,48.38,6.02,127.55,127.7,77.16
,38.97,36.91,22.45,19.17,24.9,34.25,48.33,6.03,127.39,127.57,77.17
,38.98,36.87,22.46,19.2,24.91,34.3,48.26,6.03,127.28,127.39,77.17
,38.99,36.82,22.47,19.23,24.93,34.35,48.19,6.04,127.09,127.25,77.16
,39.0,36.77,22.49,19.26,24.94,34.39,48.14,6.05,126.96,127.12,77.19
,39.02,36.73,22.5,19.28,24.95,34.44,48.08,6.06,126.78,126.96,77.18
,39.04,36.69,22.52,19.32,24.96,34.49,48.02,6.07,126.62,126.82,77.22
,39.07,36.63,22.53,19.34,24.96,34.55,47.98,6.07,126.42,126.7,77.24
,39.1,36.58,22.55,19.36,24.98,34.6,47.92,6.08,126.25,126.55,77.27
,39.39,35.98,22.71,19.68,25.02,35.19,47.33,6.19,124.12,124.37,77.75
,39.41,35.94,22.73,19.71,25.02,35.22,47.31,6.2,123.91,124.18,77.81
,39.44,35.89,22.73,19.73,25.02,35.26,47.27,6.21,123.77,124.05,77.83
,39.47,35.84,22.74,19.75,25.02,35.3,47.23,6.22,123.61,123.89,77.88
,39.49,35.8,22.74,19.77,25.02,35.35,47.19,6.23,123.46,123.78,77.94
,39.53,35.76,22.75,19.8,25.02,35.39,47.17,6.24,123.3,123.64,78.04
,39.58,35.71,22.76,19.83,25.0,35.43,47.15,6.25,123.15,123.5,78.05
,39.62,35.68,22.76,19.85,25.0,35.47,47.13,6.26,122.99,123.33,78.08
,39.65,35.64,22.77,19.87,24.99,35.51,47.08,6.27,122.86,123.17,78.13
,39.71,35.59,22.77,19.9,24.99,35.55,47.03,6.28,122.71,123.01,78.19
,39.73,35.54,22.78,19.91,24.98,35.6,46.99,6.29,122.57,122.84,78.23
,39.76,35.5,22.79,19.94,24.98,35.63,46.96,6.3,122.46,122.71,78.28
,39.8,35.48,22.8,19.96,24.97,35.67,46.93,6.3,122.3,122.59,78.36
,39.85,35.44,22.79,19.98,24.96,35.72,46.9,6.31,122.15,122.46,78.41
,39.89,35.4,22.79,20.01,24.95,35.75,46.87,6.32,122.01,122.3,78.47
,39.95,35.36,22.79,20.03,24.95,35.79,46.82,6.33,121.82,122.17,78.55
,39.99,35.33,22.79,20.04,24.95,35.84,46.8,6.34,121.65,121.98,78.64
,40.03,35.29,22.78,20.06,24.93,35.87,46.78,6.35,121.48,121.88,78.7
,40.07,35.25,22.78,20.08,24.92,35.9,46.77,6.36,121.35,121.72,78.75
,40.7,34.79,22.78,20.29,24.78,36.31,46.58,6.49,119.44,120.06,79.9
,40.76,34.76,22.78,20.31,24.76,36.33,46.57,6.49,119.36,119.98,79.99
,40.81,34.73,22.77,20.32,24.75,36.36,46.56,6.5,119.22,119.9,80.08
,40.85,34.71,22.77,20.34,24.74,36.37,46.56,6.51,119.12,119.84,80.19
,40.9,34.68,22.76,20.34,24.73,36.39,46.57,6.52,118.99,119.75,80.29
,40.96,34.66,22.74,20.36,24.72,36.41,46.55,6.53,118.88,119.62,80.42
,41.02,34.64,22.73,20.38,24.7,36.44,46.54,6.54,118.76,119.53,80.49
,41.08,34.6,22.72,20.39,24.67,36.47,46.54,6.55,118.66,119.42,80.58
,41.14,34.58,22.71,20.4,24.66,36.5,46.55,6.56,118.58,119.31,80.66
,41.19,34.56,22.7,20.41,24.64,36.53,46.56,6.57,118.52,119.23,80.79
,41.25,34.54,22.7,20.42,24.62,36.55,46.57,6.58,118.42,119.14,80.87
,41.31,34.5,22.69,20.43,24.6,36.56,46.58,6.58,118.34,119.04,80.99
,41.37,34.48,22.68,20.44,24.58,36.58,46.59,6.59,118.21,118.95,81.07
,41.42,34.47,22.67,20.45,24.56,36.59,46.6,6.6,118.14,118.88,81.18
,41.48,34.46,22.65,20.45,24.53,36.62,46.6,6.61,118.05,118.83,81.27
,41.54,34.45,22.65,20.46,24.51,36.63,46.62,6.62,117.89,118.72,81.38
,42.36,34.19,22.45,20.52,24.19,36.8,46.83,6.72,116.92,118.09,82.8
,42.42,34.17,22.43,20.52,24.16,36.81,46.86,6.72,116.91,118.09,82.92
,42.48,34.16,22.41,20.52,24.13,36.82,46.88,6.73,116.86,118.06,83.0
,42.55,34.15,22.39,20.51,24.09,36.83,46.9,6.74,116.84,118.03,83.13
,42.62,34.14,22.37,20.51,24.07,36.83,46.91,6.74,116.83,118.02,83.27
,42.69,34.13,22.35,20.52,24.04,36.85,46.95,6.75,116.76,118.04,83.39
,42.76,34.12,22.33,20.52,24.01,36.85,46.99,6.76,116.75,118.05,83.52
,42.81,34.12,22.31,20.52,23.98,36.86,47.01,6.76,116.74,118.05,83.65
,42.88,34.11,22.29,20.52,23.95,36.86,47.02,6.77,116.69,118.05,83.79
,42.93,34.11,22.27,20.52,23.92,36.87,47.05,6.78,116.67,118.06,83.93
,42.99,34.11,22.25,20.52,23.89,36.86,47.1,6.78,116.67,118.07,84.06
,43.05,34.11,22.23,20.51,23.87,36.86,47.13,6.79,116.65,118.1,84.17
,43.12,34.11,22.21,20.51,23.84,36.86,47.16,6.8,116.65,118.09,84.31
,43.18,34.13,22.18,20.51,23.81,36.85,47.21,6.8,116.62,118.13,84.45
,43.22,34.13,22.16,20.5,23.78,36.85,47.24,6.81,116.58,118.14,84.59
,43.28,34.13,22.15,20.49,23.75,36.84,47.28,6.81,116.54,118.16,84.72
,43.37,34.14,22.13,20.49,23.72,36.84,47.32,6.82,116.52,118.21,84.81
,43.43,34.13,22.11,20.49,23.7,36.83,47.36,6.82,116.53,118.24,84.92
,43.49,34.14,22.08,20.48,23.66,36.82,47.4,6.83,116.48,118.28,85.03
,45.34,34.49,21.85,20.73,23.56,36.94,48.35,7.0,117.31,120.52,86.93
,46.26,34.78,21.81,20.93,23.61,37.71,48.35,6.92,119.3,119.86,87.82
,44.69,35.22,22.2,20.74,23.46,36.7,49.39,6.99,118.68,119.74,86.83
,45.17,34.51,21.83,20.54,23.72,37.12,49.57,6.99,119.43,121.85,88.12
,44.92,34.47,21.68,20.52,23.18,37.48,48.37,7.01,119.67,121.31,88.38
,45.64,35.13,22.14,20.63,23.43,36.85,49.42,7.04,119.84,120.79,88.73
,45.42,34.87,21.69,20.84,23.35,36.8,49.04,7.1,120.03,121.2,87.49
,45.53,35.34,21.97,20.78,23.51,37.47,48.99,7.04,120.1,121.52,87.82
,45.8,34.57,21.76,20.87,23.7,36.79,49.49,7.09,118.62,120.51,89.09
,45.32,35.1,21.59,20.31,23.35,37.15,48.93,7.03,120.38,121.15,89.32
,46.08,34.7,21.75,20.42,23.65,37.22,48.66,7.04,119.89,120.91,87.77
,45.61,34.64,21.47,20.29,23.15,37.24,49.0,6.93,120.45,121.33,89.22
,45.15,35.21,21.98,20.68,22.93,37.44,49.0,6.94,121.02,121.86,89.96
,45.92,35.15,21.75,20.3,22.99,37.21,48.86,7.04,118.03,120.77,88.16
,46.09,35.33,21.48,20.25,23.13,37.02,49.35,7.0,119.0,121.63,89.19
,45.5,34.89,21.52,20.51,23.04,37.26,49.63,7.08,120.62,121.69,89.05
,46.28,35.05,21.62,20.4,22.86,37.23,50.09,7.03,118.15,121.44,90.72
,46.38,35.05,21.43,20.57,23.06,37.27,49.54,7.1,119.81,124.1,88.9
,46.79,35.26,21.1,20.43,22.56,36.45,50.56,7.01,122.1,123.33,91.38
,46.42,36.14,21.39,20.35,22.46,36.66,50.09,7.02,120.1,123.62,91.38
,47.09,35.64,21.15,20.2,22.94,35.76,51.04,6.96,122.41,124.9,92.12
,46.38,36.2,21.06,20.24,22.63,35.96,51.59,7.1,123.07,123.32,90.71
,47.21,35.95,20.94,20.01,22.72,36.35,51.7,7.07,121.98,122.6,91.6
,46.8,35.6,21.28,20.13,22.62,35.6,51.23,7.05,122.69,124.52,92.23
,46.8,35.53,21.27,19.95,22.85,35.75,50.43,7.1,121.89,124.48,91.53
,46.17,35.69,21.1,20.0,22.61,35.72,50.63,6.96,122.3,123.22,92.51
,47.17,35.49,21.31,20.18,22.54,36.16,51.8,6.92,120.33,123.62,90.7
,46.56,35.58,20.9,19.85,22.81,35.72,51.88,7.07,122.27,125.11,92.43
,46.21,35.59,20.81,20.18,22.65,36.02,52.13,7.1,122.57,124.24,93.07
,46.04,35.97,21.07,19.87,22.22,36.36,51.62,7.01,123.09,126.8,91.51
,46.82,36.4,21.09,19.94,22.25,36.13,52.15,6.9,121.41,124.32,91.67
,46.8,35.75,20.74,20.16,22.64,35.61,52.16,7.05,121.87,123.92,90.96
,47.09,35.8,20.62,19.98,22.65,35.72,51.87,6.9,123.94,125.69,92.55
,47.36,36.39,21.05,19.93,22.43,35.4,52.24,6.99,121.99,127.83,92.37
,46.27,35.95,21.13,19.94,22.42,35.16,51.31,6.94,123.06,126.68,91.03
,47.18,35.9,20.91,20.04,22.46,35.4,52.17,7.07,122.64,125.84,93.04
,46.45,36.03,20.66,19.63,22.31,35.45,52.73,6.97,123.87,124.77,93.33
,46.36,36.54,20.21,19.16,21.8,34.5,52.23,6.81,123.87,127.02,91.74
,46.37,36.58,20.19,19.13,21.78,34.46,52.32,6.81,124.07,127.21,91.78
,46.37,36.63,20.18,19.11,21.78,34.42,52.4,6.8,124.27,127.42,91.82
,46.38,36.69,20.15,19.08,21.77,34.38,52.48,6.79,124.48,127.58,91.82
,46.39,36.74,20.14,19.06,21.75,34.33,52.55,6.79,124.64,127.79,91.85
,46.4,36.8,20.13,19.04,21.74,34.28,52.62,6.78,124.79,127.96,91.93
,46.4,36.85,20.1,19.01,21.74,34.25,52.7,6.78,124.97,128.17,91.95
,46.39,36.9,20.09,18.99,21.73,34.21,52.75,6.77,125.13,128.36,91.98
,46.39,36.95,20.07,18.96,21.72,34.16,52.81,6.77,125.31,128.5,92.02
,46.37,37.0,20.06,18.95,21.71,34.11,52.87,6.76,125.47,128.7,92.01
,46.39,37.06,20.04,18.92,21.71,34.06,52.93,6.75,125.62,128.91,92.03
,46.38,37.12,20.02,18.89,21.7,34.02,53.0,6.75,125.82,129.09,92.03
,46.37,37.19,20.01,18.87,21.69,33.97,53.06,6.74,126.05,129.27,92.04
,46.37,37.25,20.0,18.84,21.69,33.92,53.11,6.74,126.23,129.45,92.03
,46.35,37.28,19.98,18.82,21.68,33.88,53.18,6.73,126.42,129.59,92.05
,46.35,37.34,19.96,18.79,21.68,33.84,53.25,6.72,126.61,129.72,92.05
,46.33,37.39,19.95,18.77,21.67,33.8,53.32,6.72,126.8,129.94,92.07
,46.34,37.46,19.94,18.75,21.65,33.75,53.4,6.71,127.02,130.11,92.05
,46.12,38.16,19.81,18.44,21.65,33.27,54.11,6.61,129.44,132.43,91.87
,46.09,38.21,19.81,18.43,21.66,33.23,54.15,6.6,129.64,132.62,91.82
,46.07,38.27,19.8,18.4,21.67,33.19,54.21,6.59,129.77,132.78,91.81
,46.06,38.32,19.79,18.38,21.67,33.16,54.25,6.59,129.96,132.97,91.78
,46.05,38.37,19.78,18.35,21.67,33.13,54.3,6.58,130.15,133.15,91.74
,46.02,38.42,19.78,18.33,21.68,33.09,54.36,6.57,130.35,133.33,91.73
,45.99,38.47,19.77,18.31,21.68,33.05,54.39,6.56,130.55,133.5,91.69
,45.98,38.52,19.76,18.3,21.69,33.01,54.44,6.55,130.75,133.64,91.66
,45.97,38.56,19.76,18.28,21.71,32.97,54.49,6.54,130.94,133.86,91.59
,45.93,38.62,19.76,18.26,21.71,32.94,54.53,6.53,131.14,134.05,91.55
,45.9,38.68,19.76,18.25,21.71,32.91,54.58,6.52,131.31,134.25,91.49
,45.87,38.73,19.76,18.23,21.72,32.88,54.61,6.52,131.52,134.42,91.44
,45.85,38.78,19.76,18.21,21.73,32.85,54.65,6.51,131.68,134.58,91.38
,45.82,38.85,19.76,18.18,21.73,32.81,54.69,6.5,131.89,134.77,91.36
,45.77,38.9,19.75,18.16,21.74,32.78,54.74,6.49,132.07,134.89,91.3
,45.73,38.95,19.76,18.15,21.75,32.76,54.79,6.48,132.25,135.03,91.24
,45.7,39.0,19.76,18.13,21.77,32.73,54.83,6.48,132.44,135.18,91.21
,45.65,39.05,19.77,18.11,21.77,32.7,54.87,6.47,132.65,135.33,91.15
,45.62,39.1,19.77,18.1,21.78,32.66,54.92,6.46,132.82,135.47,91.08
,45.07,39.67,19.85,17.93,22.01,32.31,55.27,6.35,134.71,137.44,90.2
,45.02,39.71,19.86,17.92,22.03,32.29,55.29,6.34,134.84,137.57,90.13
,44.96,39.76,19.87,17.91,22.05,32.27,55.31,6.33,135.01,137.71,90.05
,44.92,39.79,19.88,17.9,22.08,32.24,55.32,6.32,135.09,137.82,89.95
,44.87,39.83,19.89,17.9,22.09,32.22,55.33,6.31,135.23,137.95,89.89
,44.83,39.88,19.9,17.89,22.12,32.19,55.34,6.31,135.38,138.05,89.81
,44.78,39.91,19.91,17.88,22.14,32.19,55.35,6.3,135.5,138.18,89.72
,44.73,39.95,19.92,17.87,22.17,32.16,55.36,6.29,135.6,138.34,89.63
,44.7,39.99,19.94,17.87,22.19,32.14,55.38,6.28,135.74,138.46,89.54
,44.65,40.02,19.96,17.86,22.22,32.12,55.39,6.27,135.87,138.59,89.46
,44.59,40.06,19.98,17.85,22.24,32.11,55.39,6.27,135.98,138.72,89.39
,44.53,40.1,20.0,17.84,22.26,32.09,55.4,6.26,136.1,138.8,89.28
,44.49,40.13,20.01,17.83,22.28,32.09,55.4,6.25,136.22,138.95,89.18
,44.44,40.16,20.02,17.82,22.31,32.08,55.4,6.25,136.37,139.04,89.08
,44.38,40.18,20.04,17.82,22.33,32.06,55.39,6.24,136.51,139.16,88.99
,44.34,40.2,20.06,17.82,22.35,32.04,55.39,6.23,136.63,139.28,88.91
,44.27,40.24,20.08,17.82,22.38,32.03,55.38,6.23,136.79,139.36,88.79
,44.23,40.27,20.1,17.81,22.41,32.02,55.39,6.22,136.93,139.48,88.68
,44.16,40.3,20.11,17.81,22.42,32.01,55.4,6.21,137.07,139.59,88.57
,43.49,40.54,20.36,17.8,22.81,31.94,55.27,6.12,138.35,140.49,87.18
,43.44,40.56,20.39,17.81,22.84,31.94,55.26,6.12,138.45,140.56,87.09
,43.38,40.57,20.42,17.81,22.87,31.93,55.21,6.11,138.51,140.61,86.99
,43.34,40.59,20.43,17.82,22.91,31.93,55.19,6.11,138.6,140.65,86.88
,43.28,40.6,20.45,17.83,22.94,31.94,55.18,6.1,138.66,140.64,86.78
,43.22,40.61,20.47,17.84,22.97,31.94,55.15,6.1,138.76,140.72,86.66
,43.17,40.63,20.5,17.84,23.0,31.95,55.13,6.09,138.88,140.76,86.55
,43.11,40.64,20.52,17.85,23.03,31.96,55.1,6.09,138.9,140.76,86.48
,43.06,40.65,20.55,17.85,23.05,31.97,55.1,6.08,138.99,140.81,86.38
,42.99,40.65,20.57,17.86,23.08,31.98,55.07,6.08,139.02,140.85,86.26
,42.95,40.67,20.6,17.86,23.11,31.99,55.04,6.07,139.09,140.9,86.13
,42.89,40.69,20.62,17.87,23.14,32.01,55.02,6.07,139.17,140.92,86.02
,42.84,40.7,20.65,17.87,23.17,32.02,54.99,6.07,139.19,140.94,85.92
,42.79,40.7,20.67,17.89,23.21,32.04,54.94,6.06,139.2,140.94,85.8
,42.72,40.7,20.7,17.89,23.24,32.04,54.92,6.06,139.22,140.97,85.7
,42.66,40.71,20.72,17.9,23.29,32.05,54.88,6.06,139.28,140.97,85.59
,42.61,40.71,20.74,17.91,23.32,32.07,54.86,6.05,139.32,140.95,85.47
,42.56,40.71,20.77,17.92,23.36,32.08,54.84,6.05,139.34,140.96,85.37
,42.22,41.86,22.19,18.65,24.76,33.38,54.58,6.03,144.7,142.83,87.42
,43.29,42.38,21.69,18.16,23.86,33.18,56.65,6.22,141.05,145.39,85.61
,43.48,42.7,21.83,18.6,24.4,33.37,55.38,6.15,144.12,146.54,84.93
,41.91,41.01,21.73,18.94,24.79,33.51,56.63,6.0,141.37,142.95,85.59
,46.1,42.07,22.0,18.79,24.57,33.88,55.99,6.18,139.96,146.24,84.54
,41.89,42.01,21.99,18.9,24.74,33.72,54.35,6.27,142.27,145.37,83.82
,42.26,42.62,21.37,18.8,24.62,33.44,55.54,6.03,143.55,143.03,83.82
,42.41,42.61,21.97,18.39,25.22,33.89,56.37,6.17,139.87,146.67,84.57
,42.97,42.0,21.51,18.32,24.13,34.18,56.03,6.21,142.81,144.03,83.17
,42.72,41.08,21.48,18.99,24.68,33.09,54.92,6.01,142.75,144.98,83.92
,42.61,42.2,22.34,18.88,24.24,32.84,56.31,6.0,143.49,143.81,86.18
,42.01,40.78,21.79,18.79,24.36,33.87,54.42,6.13,140.74,143.46,83.8
,42.97,42.13,21.91,18.46,24.66,34.3,54.64,6.22,139.13,146.15,83.17
,42.18,42.37,21.65,18.87,24.43,32.93,55.6,6.04,141.2,142.24,86.53
,43.18,41.28,21.8,18.36,25.44,33.49,54.16,6.24,141.66,140.36,85.08
,42.44,41.76,22.47,18.47,25.46,32.92,54.85,6.18,143.23,146.22,82.68
,41.36,41.34,22.21,18.66,24.76,34.13,55.36,6.09,145.21,145.74,82.6
,42.44,41.33,22.66,18.8,25.17,34.46,55.09,6.15,140.12,142.41,84.76
,41.68,41.05,22.16,18.53,25.08,33.76,53.72,6.28,143.41,141.06,84.36
,40.62,40.55,34.33,19.64,25.24,34.04,53.72,6.02,143.26,141.67,82.76
,41.13,41.44,44.7,19.58,25.1,34.35,53.25,6.06,139.79,142.77,81.22
,41.83,40.02,44.7,19.66,26.01,35.1,53.93,6.12,141.87,138.2,83.32
,42.39,40.68,42.85,18.91,25.85,34.5,54.43,6.14,142.03,142.94,82.83
,42.22,41.13,36.17,19.64,25.09,35.33,52.35,6.31,139.24,142.82,83.54
,41.98,40.13,35.95,18.97,26.22,35.38,54.64,6.15,143.86,140.85,82.98
,42.0,41.42,37.08,19.47,25.94,34.77,52.28,6.18,137.6,140.01,82.29
,41.73,40.22,39.77,19.59,26.11,35.3,53.31,6.11,137.88,143.34,83.59
,40.89,41.01,46.65,19.09,25.12,35.55,53.36,6.04,142.79,142.79,80.65
,42.19,40.49,36.77,19.57,25.72,35.35,52.2,6.32,137.35,144.0,82.65
,41.68,40.82,35.88,19.04,25.99,35.07,54.13,6.08,139.05,139.68,80.87
,41.44,39.81,40.93,19.29,25.82,35.44,52.91,6.35,141.32,143.17,82.1
,40.5,39.59,40.54,19.92,26.0,34.21,51.99,6.1,141.58,137.44,83.47
,41.15,41.31,41.61,19.23,26.23,35.2,53.41,6.24,142.55,139.5,80.81
,41.17,39.99,48.5,19.16,25.69,46.4,53.23,6.37,141.22,139.75,83.93
,41.96,41.05,35.67,19.55,26.32,34.41,53.92,6.11,141.49,139.47,83.68
,41.29,41.37,46.32,19.97,25.48,35.79,52.51,6.2,142.06,140.59,81.75
,40.95,39.77,40.61,19.26,25.64,35.41,51.98,6.31,139.24,137.32,80.07
,40.07,38.77,45.82,19.56,25.56,34.95,50.41,6.16,133.65,134.18,79.63
,40.08,38.72,34.63,19.59,25.58,35.0,50.34,6.16,133.47,134.02,79.6
,40.08,38.67,41.56,19.62,25.59,35.05,50.27,6.17,133.32,133.87,79.59
,40.09,38.61,48.12,19.65,25.62,35.1,50.21,6.18,133.18,133.72,79.57
,40.1,38.57,42.47,19.67,25.63,35.16,50.16,6.19,133.02,133.53,79.56
,40.11,38.53,39.63,19.71,25.65,35.21,50.1,6.19,132.86,133.38,98.48
,40.12,38.48,48.73,19.73,25.66,35.24,50.03,6.2,132.71,133.22,79.55
,40.14,38.43,37.18,19.77,25.68,35.3,49.97,6.21,132.54,133.07,79.56
,40.15,38.38,38.04,19.8,25.69,35.35,49.92,6.22,132.39,132.9,79.56
,40.16,38.34,45.87,19.83,25.71,35.41,49.86,6.22,132.21,132.75,79.58
,40.16,38.29,40.47,19.86,25.72,35.46,49.8,6.23,132.05,132.59,79.59
,40.17,38.23,46.36,19.89,25.73,35.51,49.76,6.24,131.86,132.44,79.59
,40.17,38.18,37.39,19.92,25.75,35.56,49.7,6.25,131.73,132.26,79.58
,40.19,38.12,38.94,19.95,25.77,35.62,49.64,6.25,131.58,132.08,79.6
,40.21,38.08,37.41,19.98,25.77,35.67,49.57,6.26,131.46,131.93,79.58
,40.23,38.03,50.4,20.02,25.79,35.73,49.53,6.27,131.27,131.75,79.61
,40.24,37.98,41.53,20.05,25.8,35.77,49.46,6.28,131.12,131.64,79.59
,40.26,37.93,40.45,20.07,25.81,35.81,49.42,6.29,130.95,131.48,79.63
,40.28,37.88,35.21,20.11,25.82,35.86,49.35,6.3,130.75,131.32,79.65
,40.6,37.28,23.5,20.44,25.9,36.49,48.77,6.42,128.6,129.29,80.07
,40.64,37.22,23.51,20.46,25.9,36.54,48.7,6.42,128.46,129.12,80.12
,40.67,37.17,23.52,20.49,25.89,36.59,48.68,6.43,128.28,128.98,80.19
,40.7,37.12,23.52,20.51,25.89,36.65,48.62,6.44,128.15,128.88,80.25
,40.73,37.08,23.52,20.53,25.88,36.7,48.57,6.45,128.02,128.76,80.3
,40.77,37.03,23.53,20.56,25.88,36.73,48.53,6.46,127.91,128.63,80.39
,40.8,36.98,23.53,20.58,25.87,36.78,48.48,6.47,127.76,128.51,80.44
,40.83,36.93,23.54,20.61,25.88,36.83,48.43,6.48,127.61,128.37,80.5
,40.87,36.88,23.56,20.64,25.87,36.88,48.41,6.49,127.47,128.22,80.57
,40.91,36.83,23.57,20.67,25.87,36.93,48.4,6.5,127.31,128.05,80.64
,40.95,36.77,23.57,20.68,25.87,36.97,48.38,6.51,127.18,127.9,80.7
,40.99,36.74,23.58,20.7,25.86,37.02,48.35,6.52,127.02,127.76,80.81
,41.03,36.69,23.58,20.72,25.86,37.05,48.34,6.53,126.88,127.57,80.87
,41.07,36.65,23.59,20.75,25.84,37.09,48.31,6.54,126.72,127.42,80.96
,41.09,36.61,23.59,20.77,25.85,37.13,48.28,6.55,126.54,127.26,81.01
,41.14,36.57,23.59,20.79,25.85,37.16,48.25,6.56,126.4,127.14,81.06
,41.19,36.52,23.6,20.81,25.84,37.2,48.24,6.57,126.18,126.98,81.11
,41.23,36.47,23.6,20.83,25.83,37.23,48.22,6.58,126.05,126.85,81.17
,41.27,36.43,23.6,20.84,25.82,37.26,48.21,6.59,125.92,126.69,81.22
,41.95,35.94,23.59,21.08,25.64,37.7,48.01,6.71,124.21,125.03,82.4
,42.0,35.91,23.58,21.1,25.63,37.73,48.02,6.72,124.08,124.92,82.51
,42.05,35.87,23.57,21.11,25.61,37.75,48.02,6.73,123.92,124.83,82.63
,42.1,35.83,23.56,21.13,25.6,37.76,48.01,6.74,123.8,124.72,82.74
,42.16,35.8,23.55,21.14,25.58,37.8,48.0,6.75,123.69,124.63,82.85
,42.22,35.75,23.54,21.16,25.56,37.82,48.01,6.76,123.62,124.51,82.96
,42.28,35.73,23.54,21.17,25.54,37.85,48.0,6.77,123.52,124.39,83.09
,42.34,35.69,23.53,21.18,25.52,37.88,48.0,6.78,123.36,124.3,83.21
,42.4,35.66,23.52,21.19,25.5,37.92,47.99,6.79,123.25,124.23,83.29
,42.46,35.63,23.51,21.21,25.48,37.95,47.99,6.79,123.18,124.15,83.4
,42.52,35.6,23.5,21.22,25.47,37.97,48.0,6.8,123.07,124.04,83.51
,42.58,35.57,23.49,21.23,25.44,38.0,48.0,6.81,122.98,123.97,83.64
,42.64,35.55,23.48,21.24,25.43,38.02,48.0,6.82,122.91,123.88,83.75
,42.71,35.53,23.47,21.25,25.41,38.05,48.0,6.83,122.82,123.82,83.86
,42.77,35.51,23.46,21.25,25.4,38.07,48.0,6.84,122.73,123.73,83.98
,42.84,35.5,23.44,21.26,25.39,38.08,48.03,6.85,122.65,123.66,84.1
,42.89,35.48,23.42,21.27,25.36,38.1,48.04,6.85,122.55,123.58,84.21
,46.09,34.24,24.48,21.31,16.11,37.22,50.76,7.9,137.46,142.35,80.87
,45.23,37.02,26.42,22.0,23.47,36.84,49.61,7.18,125.41,122.0,87.77
,39.82,37.12,22.81,18.46,21.78,34.2,48.05,7.2,121.36,107.58,93.88
,51.4,44.03,25.94,19.48,29.05,46.35,48.19,7.24,119.23,146.12,86.47
,45.48,36.67,19.11,22.35,28.48,39.38,50.67,8.0,116.12,131.11,92.59
,43.07,42.57,23.91,22.98,26.82,35.0,50.32,6.97,130.33,129.17,101.56
,51.17,38.41,22.83,20.31,26.35,39.72,50.95,6.63,119.15,142.17,94.18
,41.14,33.58,23.19,19.38,27.43,41.1,48.81,7.68,143.44,139.45,89.51
,39.22,37.42,23.98,24.97,23.57,37.05,47.74,7.37,117.07,119.36,101.89
,52.14,36.52,26.82,21.61,29.12,38.79,51.07,8.4,111.29,123.19,95.85
,54.94,33.13,21.52,21.91,26.22,45.17,54.2,5.79,126.79,115.07,91.44
,44.58,38.2,19.11,21.25,28.23,35.71,48.61,7.52,102.37,110.76,90.93
,46.5,37.02,21.74,20.77,28.1,37.95,39.51,7.1,97.86,135.78,88.54
,41.66,38.89,26.45,25.2,27.21,32.49,44.53,7.96,134.49,133.51,99.25
